accuracy,auc,auc_pr,loss,precision,recall,val_accuracy,val_auc,val_auc_pr,val_loss,val_precision,val_recall,val_f1_best,val_precision_best,val_recall_best,val_threshold_best,learning_rate
0.7668750286102295,0.8502340912818909,0.6061969995498657,0.4807044267654419,0.4402264654636383,0.7684705257415771,0.7577499747276306,0.8346936106681824,0.5972235798835754,0.49476000666618347,0.42682474851608276,0.7465975284576416,0.5704656862745098,0.5409645554909936,0.6033700583279326,0.66,0.0001500000071246177
0.7652812600135803,0.8483436703681946,0.6059337854385376,0.48301607370376587,0.43827787041664124,0.7702527642250061,0.7548750042915344,0.8343273997306824,0.5968860387802124,0.4991741478443146,0.4234432280063629,0.7491899132728577,0.5699322242760321,0.5431591309453905,0.5994815294880104,0.67,0.0001500000071246177
0.7659687399864197,0.8487571477890015,0.6065712571144104,0.48256075382232666,0.4390672743320465,0.7687945365905762,0.7573750019073486,0.8342651128768921,0.5963073968887329,0.4941312074661255,0.4262416660785675,0.745301365852356,0.5688861613992022,0.5402097902097902,0.6007777057679844,0.66,0.0001500000071246177
0.7660624980926514,0.8498841524124146,0.6063938736915588,0.48117703199386597,0.43911027908325195,0.76766037940979,0.7549999952316284,0.8339937329292297,0.5959792137145996,0.4951954185962677,0.42303434014320374,0.7427089810371399,0.5683760683760684,0.5372186959030583,0.6033700583279326,0.66,0.0001500000071246177
0.7683125138282776,0.85012286901474,0.6079290509223938,0.4807770848274231,0.44217878580093384,0.769442617893219,0.7578750252723694,0.834431529045105,0.5965220928192139,0.4937308728694916,0.4268745481967926,0.745301365852356,0.5714285714285714,0.5219721329046088,0.6312378483473753,0.63,7.500000356230885e-05
0.765749990940094,0.8498507142066956,0.6093506217002869,0.4812091290950775,0.43834978342056274,0.762637734413147,0.7582499980926514,0.8342524766921997,0.5961509943008423,0.49328094720840454,0.4270250201225281,0.7414128184318542,0.5701465749326952,0.5294444444444445,0.6176279974076474,0.64,7.500000356230885e-05
0.768875002861023,0.8514286875724792,0.6099667549133301,0.4785204827785492,0.4430379867553711,0.7712249159812927,0.7578750252723694,0.8343930244445801,0.5964739918708801,0.4942021369934082,0.4267113208770752,0.7433571219444275,0.571258199165176,0.5289895085588073,0.6208684381075826,0.64,7.500000356230885e-05
0.7664999961853027,0.8511069416999817,0.611678421497345,0.47909584641456604,0.43971434235572815,0.7681464552879333,0.7574999928474426,0.83445143699646,0.5966479778289795,0.49436816573143005,0.4265630841255188,0.7472456097602844,0.5697503671071953,0.5209452201933404,0.6286454957874271,0.63,7.500000356230885e-05
0.7675625085830688,0.851531445980072,0.61048823595047,0.4786280691623688,0.44129103422164917,0.7709008455276489,0.7577499747276306,0.8345195055007935,0.5972652435302734,0.49430593848228455,0.426607221364975,0.7440052032470703,0.5710989327949235,0.5145530145530145,0.6416072585871678,0.62,7.500000356230885e-05
0.7677500247955322,0.8503814935684204,0.6090773940086365,0.4805436432361603,0.44160178303718567,0.7718729972839355,0.7596250176429749,0.8344127535820007,0.5961138010025024,0.4912998378276825,0.42862510681152344,0.7394685745239258,0.5721153846153846,0.5333333333333333,0.6169799092676604,0.64,7.500000356230885e-05
0.7682812213897705,0.8506803512573242,0.6117561459541321,0.4795803725719452,0.4420620799064636,0.7683084607124329,0.7576249837875366,0.8344566226005554,0.5964503884315491,0.4948115050792694,0.4267209470272064,0.7472456097602844,0.5725537715843684,0.537542662116041,0.6124432922877512,0.65,7.500000356230885e-05
0.7670937776565552,0.8503931760787964,0.6075262427330017,0.48017245531082153,0.44061195850372314,0.7699286937713623,0.7562500238418579,0.834416389465332,0.5964275002479553,0.49597597122192383,0.42504602670669556,0.7478936910629272,0.5719392314566577,0.5292171995589857,0.6221646143875567,0.64,7.500000356230885e-05
0.7680624723434448,0.8514438271522522,0.6106036901473999,0.47871071100234985,0.44181716442108154,0.7689566016197205,0.7571250200271606,0.8343567848205566,0.595834493637085,0.49377942085266113,0.42565056681632996,0.7420608997344971,0.5721096543504172,0.5295091009376723,0.6221646143875567,0.64,7.500000356230885e-05
0.7665625214576721,0.8514830470085144,0.6077982783317566,0.4786050617694855,0.43990740180015564,0.7697666883468628,0.7576249837875366,0.8344476819038391,0.5967938303947449,0.4947001338005066,0.42650333046913147,0.7446532845497131,0.5729600952948184,0.5300275482093664,0.6234607906675308,0.64,7.500000356230885e-05
